Account Number,Reporting Period,Origination Date,Credit Limit,Outstanding Balance,CLTV Ratio,Interest Rate,Delinquency Status,Property State,Credit Score,Loan Type,DTI Ratio,Loan Modification,Charge-Off Status
201142,2025-02,2021-02-15,61994,68219,61.95,5.64,30 Days,CA,694,HELOC,46.96,No,No
201143,2025-02,2018-06-10,230869,61275,99.41,8.81,30 Days,TX,600,Fixed,25.61,No,No
201144,2025-02,2022-06-07,49549,46550,51.72,4.24,Current,IL,599,HELOC,50.61,No,No
201145,2025-02,2016-08-25,18995,35758,99.77,7.68,Current,TX,736,Fixed,52.56,No,No
201146,2025-02,2015-03-13,106704,79126,91.76,7.88,Current,IL,612,Fixed,25.17,No,No
201147,2025-02,2018-01-04,13255,76494,86.77,8.54,Current,GA,651,Fixed,33.44,Yes,No
201148,2025-02,2023-08-02,245371,38147,65.97,8.52,Current,GA,574,Fixed,51.01,No,No
201149,2025-02,2017-03-17,47491,188589,55.07,8.95,Current,WA,653,HELOC,43.26,No,No
201150,2025-02,2015-04-23,169929,114303,87.4,6.45,60 Days,NY,836,Fixed,17.09,No,No
201151,2025-02,2022-02-11,170146,167260,81.67,4.21,Current,NY,762,Fixed,46.76,No,No
201152,2025-02,2022-01-08,21604,108501,62.5,7.11,Current,TX,665,Fixed,50.77,No,No
201153,2025-02,2019-04-19,150576,85951,71.94,8.98,Current,TX,705,HELOC,40.38,No,No
201154,2025-02,2016-10-05,233593,32492,53.53,3.19,Current,WA,676,Fixed,39.25,No,No
201155,2025-02,2023-01-28,135742,190166,90.7,3.44,Current,WA,632,Fixed,27.56,No,No
201156,2025-02,2020-11-01,208939,51471,90.46,6.5,30 Days,CA,620,Fixed,28.69,No,No
201157,2025-02,2020-05-30,168590,13828,54.1,3.49,30 Days,NY,750,Fixed,21.86,No,No
201158,2025-02,2023-01-22,88500,193317,98.04,7.08,30 Days,FL,543,Fixed,28.93,No,No
201159,2025-02,2020-02-03,124093,144827,72.48,5.67,Current,CA,835,Fixed,52.7,No,No
201160,2025-02,2020-06-03,128739,135474,59.59,5.98,Current,GA,556,HELOC,29.35,No,No
201161,2025-02,2016-06-02,93907,28874,59.72,4.92,60 Days,WA,836,Fixed,20.68,No,No
201162,2025-02,2016-10-11,166663,42329,69.32,3.39,Current,GA,568,Fixed,43.0,No,No
201163,2025-02,2023-07-27,19963,182121,69.91,8.5,Current,CA,787,Fixed,30.78,No,No
201164,2025-02,2023-06-11,97815,169628,93.16,4.39,Current,WA,611,HELOC,54.26,No,No
201165,2025-02,2020-08-12,53472,85660,64.89,4.57,Current,TX,631,HELOC,36.49,No,No
201166,2025-02,2022-07-22,18277,38638,67.96,8.43,Current,WA,518,Fixed,17.87,No,No
201167,2025-02,2023-12-01,115162,143709,65.14,7.93,Current,GA,579,HELOC,43.21,No,No
201168,2025-02,2019-08-14,223732,7300,79.27,4.87,Current,WA,665,HELOC,28.74,No,No
201169,2025-02,2022-08-16,42841,127958,68.42,5.64,Current,FL,745,HELOC,53.51,No,No
201170,2025-02,2023-01-10,135495,156701,77.8,6.29,Current,TX,786,HELOC,34.36,No,No
201171,2025-02,2021-05-17,49209,72742,82.31,4.3,Current,FL,718,HELOC,36.89,No,Yes
201172,2025-02,2023-05-05,111306,115212,68.17,4.82,Current,NY,837,HELOC,33.43,No,No
201173,2025-02,2020-07-01,98492,159433,63.42,5.34,Current,IL,533,HELOC,44.18,Yes,No
201174,2025-02,2022-08-28,186326,45567,85.26,3.54,Current,GA,541,HELOC,51.65,No,No
201175,2025-02,2018-06-15,115546,138453,78.18,3.24,Current,IL,572,Fixed,22.66,No,No
201176,2025-02,2017-03-25,176796,110301,81.99,5.4,Current,GA,652,HELOC,38.29,No,No
201177,2025-02,2021-08-06,228040,180176,79.8,5.49,30 Days,TX,799,HELOC,31.33,No,No
201178,2025-02,2019-04-08,30466,74012,82.28,8.18,Current,CA,699,HELOC,51.21,No,No
201179,2025-02,2015-08-19,82740,83945,63.07,3.67,Current,NY,700,Fixed,17.49,No,No
201180,2025-02,2019-07-11,172172,43508,53.14,4.74,Current,IL,656,HELOC,45.17,No,No
201181,2025-02,2020-02-19,152342,59367,80.16,5.19,Current,IL,520,Fixed,37.27,No,No
201182,2025-02,2016-07-18,18789,89398,82.27,3.3,Current,FL,688,Fixed,34.39,No,No
201183,2025-02,2022-02-11,148484,174754,63.51,8.88,Current,FL,681,Fixed,33.29,No,No
201184,2025-02,2023-12-18,59092,131500,86.6,6.06,Current,IL,726,HELOC,49.5,No,No
201185,2025-02,2019-01-15,166582,101886,53.28,7.82,Current,TX,511,HELOC,48.29,No,No
201186,2025-02,2018-02-09,140094,190667,91.38,3.99,Current,NY,625,HELOC,38.05,No,No
201187,2025-02,2023-04-03,112519,77142,97.62,3.69,60 Days,TX,841,Fixed,34.87,No,No
201188,2025-02,2023-12-04,51806,128615,51.37,3.01,Current,TX,501,Fixed,23.97,No,No
201189,2025-02,2015-04-20,44661,95029,78.83,8.37,Current,IL,612,Fixed,40.73,No,No
201190,2025-02,2022-10-04,58275,26539,61.14,6.83,30 Days,NY,584,HELOC,51.5,No,No
201191,2025-02,2015-10-11,38050,92907,68.8,7.76,Current,NY,693,HELOC,34.68,No,No
201192,2025-02,2018-10-29,118557,185373,50.54,3.62,Current,IL,809,Fixed,26.86,No,No
201193,2025-02,2019-01-22,122484,189450,66.12,7.32,Current,TX,709,HELOC,37.88,No,No
201194,2025-02,2021-11-06,128901,77390,91.59,3.37,Current,TX,813,HELOC,46.82,No,No
201195,2025-02,2015-08-06,78142,93682,86.89,4.04,Current,CA,741,HELOC,33.06,No,No
201196,2025-02,2015-01-29,14736,15019,85.54,3.23,Current,FL,736,HELOC,19.45,No,No
201197,2025-02,2017-08-23,200996,78023,99.13,3.79,Current,TX,605,Fixed,32.71,No,No
201198,2025-02,2018-03-09,171412,159628,86.42,3.5,Current,IL,669,Fixed,32.01,No,No
201199,2025-02,2018-01-30,150547,140638,56.32,7.9,60 Days,CA,624,Fixed,17.36,No,No
201200,2025-02,2018-05-13,230093,138339,59.88,3.07,Current,CA,838,Fixed,39.82,No,No
201201,2025-02,2015-01-20,167888,165431,60.46,7.24,Current,IL,696,Fixed,21.35,No,No
201202,2025-02,2018-07-02,230285,136438,99.28,8.79,Current,GA,795,HELOC,19.09,No,No
201203,2025-02,2021-05-26,84655,100844,72.31,3.45,30 Days,WA,699,HELOC,24.86,No,No
201204,2025-02,2022-04-23,230055,145636,51.68,5.14,30 Days,IL,809,HELOC,20.39,No,No
201205,2025-02,2023-01-20,12197,171276,93.84,8.64,Current,WA,647,Fixed,32.58,No,Yes
201206,2025-02,2019-10-22,179106,45640,86.96,8.46,30 Days,WA,781,Fixed,44.53,No,No
201207,2025-02,2022-11-17,223293,142594,64.94,7.79,Current,TX,652,Fixed,37.61,Yes,No
201208,2025-02,2019-09-24,185555,15466,99.38,7.04,Current,IL,669,Fixed,15.23,No,No
201209,2025-02,2019-06-14,205274,57995,77.59,8.38,60 Days,NY,607,Fixed,28.73,No,No
201210,2025-02,2016-02-28,77085,171874,65.17,5.54,Current,NY,689,Fixed,20.83,No,No
201211,2025-02,2019-10-06,77179,192480,94.3,6.35,Current,TX,664,Fixed,41.3,No,No
201212,2025-02,2022-03-19,189885,192975,70.67,4.21,60 Days,FL,532,HELOC,19.82,No,No
201213,2025-02,2019-11-12,183277,154872,88.69,4.75,Current,FL,598,HELOC,23.56,No,No
201214,2025-02,2017-09-07,175333,198675,92.63,6.64,30 Days,TX,767,HELOC,50.96,No,No
201215,2025-02,2018-10-12,157782,40367,86.79,7.38,Current,WA,737,Fixed,43.91,No,No
201216,2025-02,2020-09-27,34089,74869,96.52,3.9,Current,TX,746,Fixed,26.82,No,No
201217,2025-02,2020-01-27,133888,29439,93.75,8.35,Current,GA,510,Fixed,53.48,No,No
201218,2025-02,2023-09-09,67899,162338,70.92,8.09,Current,TX,594,Fixed,38.34,No,No
201219,2025-02,2020-12-19,214722,163869,88.75,6.77,60 Days,TX,523,HELOC,22.45,No,No
201220,2025-02,2017-08-05,35134,107398,83.66,3.08,Current,NY,549,Fixed,48.48,No,No
201221,2025-02,2015-12-15,147446,83461,85.63,5.65,Current,WA,758,Fixed,34.59,No,No
201222,2025-02,2020-07-12,231685,25495,68.12,5.17,90+ Days,WA,581,HELOC,33.02,No,No
201223,2025-02,2023-03-12,103871,64123,58.31,7.43,Current,IL,618,HELOC,20.49,No,No
201224,2025-02,2019-02-27,127960,55598,63.21,3.51,Current,WA,784,Fixed,17.67,No,No
201225,2025-02,2022-01-29,195104,193585,94.23,5.83,Current,NY,561,Fixed,24.1,No,No
201226,2025-02,2022-08-18,84243,33708,89.95,3.61,Current,TX,560,HELOC,47.39,No,No
201227,2025-02,2018-03-22,195659,149520,63.87,4.69,Current,NY,614,HELOC,15.07,No,No
201228,2025-02,2021-10-31,174810,139029,94.14,4.52,Current,IL,746,Fixed,27.87,No,No
201229,2025-02,2019-08-21,38224,199670,66.28,8.71,Current,TX,542,HELOC,54.98,No,Yes
201230,2025-02,2017-08-02,19163,157644,97.67,5.46,Current,WA,536,HELOC,44.17,No,No
201231,2025-02,2020-10-16,21697,104440,51.4,5.24,Current,NY,845,HELOC,50.03,No,No
201232,2025-02,2019-07-13,138083,110163,70.15,6.36,Current,IL,789,HELOC,16.5,No,No
201233,2025-02,2016-01-06,130349,130139,59.54,7.31,Current,IL,602,HELOC,30.51,No,No
201234,2025-02,2022-03-27,194929,193932,92.99,8.1,Current,FL,622,HELOC,39.96,No,No
201235,2025-02,2023-02-26,141512,186737,91.85,5.97,Current,IL,678,HELOC,16.18,No,No
201236,2025-02,2022-07-04,221672,82814,92.23,7.57,Current,NY,718,HELOC,40.75,No,No
201237,2025-02,2018-04-17,129260,66934,98.87,3.39,Current,TX,729,Fixed,54.92,No,No
201238,2025-02,2023-10-22,198290,8997,99.93,6.58,Current,FL,698,HELOC,24.8,No,No
201239,2025-02,2015-12-28,181705,124065,53.29,6.55,30 Days,WA,816,HELOC,42.01,No,No
201240,2025-02,2016-04-06,61846,67846,77.27,5.59,Current,NY,788,Fixed,53.53,No,No
201241,2025-02,2015-05-11,31069,181163,52.65,5.24,Current,NY,776,HELOC,49.11,No,Yes
201242,2025-02,2015-04-08,202182,87830,53.63,6.21,Current,FL,516,HELOC,45.12,No,No
201243,2025-02,2022-12-23,83936,192536,55.34,6.44,Current,TX,684,Fixed,54.76,No,No
201244,2025-02,2018-02-13,115202,153209,74.8,4.57,Current,CA,694,Fixed,44.07,No,No
201245,2025-02,2021-10-28,155151,117532,71.84,5.56,Current,WA,748,Fixed,24.65,No,No
201246,2025-02,2015-04-19,64337,96203,89.76,4.61,Current,CA,575,Fixed,52.23,No,No
201247,2025-02,2023-02-22,244638,110589,99.29,8.28,Current,NY,837,Fixed,21.99,No,No
201248,2025-02,2023-08-25,22562,158851,55.63,5.09,Current,FL,543,HELOC,39.05,No,No
201249,2025-02,2021-05-03,209804,154299,79.86,3.35,30 Days,CA,758,HELOC,33.07,No,No
201250,2025-02,2016-02-14,146386,189076,68.48,3.2,Current,WA,666,HELOC,20.88,No,No
201251,2025-02,2020-10-28,83710,180947,73.38,6.87,30 Days,GA,727,HELOC,19.08,No,No
201252,2025-02,2020-04-03,21080,102349,97.83,8.34,Current,WA,655,Fixed,40.23,No,No
201253,2025-02,2018-01-06,16629,150612,56.71,3.78,Current,NY,698,HELOC,32.99,No,No
201254,2025-02,2021-09-09,38781,87758,56.5,7.51,Current,GA,767,HELOC,49.48,No,No
201255,2025-02,2016-07-09,190152,103518,62.69,5.4,Current,FL,690,Fixed,25.94,No,No
201256,2025-02,2017-05-22,98419,186794,51.99,7.64,30 Days,NY,751,Fixed,15.32,No,No
201257,2025-02,2015-10-26,123518,50831,94.09,4.51,Current,NY,708,HELOC,20.93,No,Yes
201258,2025-02,2022-05-30,201052,104013,96.09,7.98,Current,TX,568,Fixed,52.51,No,No
201259,2025-02,2023-03-24,104438,87416,83.75,8.76,Current,IL,541,Fixed,38.82,No,No
201260,2025-02,2015-08-29,64548,75334,52.98,6.93,Current,IL,731,Fixed,17.66,No,No
201261,2025-02,2017-04-17,137448,121677,52.29,6.45,Current,TX,686,HELOC,29.57,No,No
201262,2025-02,2016-12-09,205105,146971,85.3,4.0,30 Days,GA,831,Fixed,49.49,Yes,No
201263,2025-02,2019-12-13,60621,165018,71.88,6.33,Current,CA,685,Fixed,47.42,No,No
201264,2025-02,2015-01-31,215639,88831,75.36,5.2,Current,FL,533,HELOC,31.82,No,No
201265,2025-02,2017-12-02,234727,18599,73.87,4.19,Current,GA,578,HELOC,18.72,No,No
201266,2025-02,2021-07-24,102437,86036,97.87,6.67,30 Days,GA,519,Fixed,31.2,No,No
201267,2025-02,2021-08-15,126058,117172,75.63,6.16,Current,TX,566,Fixed,23.06,No,No
201268,2025-02,2019-01-02,149946,78328,51.97,4.81,Current,WA,534,Fixed,52.56,Yes,Yes
201269,2025-02,2019-06-28,31105,197351,83.62,6.7,Current,CA,672,HELOC,19.3,No,No
201270,2025-02,2016-04-04,234779,65248,63.84,6.69,Current,GA,666,Fixed,29.53,No,No
201271,2025-02,2017-08-05,138950,28432,74.72,5.05,Current,NY,726,Fixed,17.16,No,No
201272,2025-02,2015-11-03,212183,20717,79.39,7.12,Current,TX,650,Fixed,43.39,No,No
201273,2025-02,2021-02-28,94420,150926,97.36,4.58,Current,NY,720,HELOC,28.46,No,No
201274,2025-02,2022-05-17,178417,120149,73.7,4.34,Current,FL,552,HELOC,15.26,No,No
201275,2025-02,2023-03-14,212561,67488,80.9,7.51,30 Days,GA,784,Fixed,36.72,No,No
201276,2025-02,2018-09-10,51995,52703,68.32,3.9,Current,WA,504,Fixed,31.21,Yes,No
201277,2025-02,2018-04-14,20103,152299,50.92,3.91,Current,TX,703,HELOC,50.46,No,No
201278,2025-02,2018-12-20,114051,28874,78.0,8.89,Current,CA,740,Fixed,38.64,No,No
201279,2025-02,2023-05-02,193511,112415,74.23,7.24,Current,TX,578,HELOC,28.51,No,No
201280,2025-02,2021-10-18,106844,65247,52.18,4.64,30 Days,TX,680,Fixed,30.53,No,No
201281,2025-02,2016-10-25,82772,185774,84.2,7.06,Current,FL,682,Fixed,42.04,No,No
201282,2025-02,2017-07-12,224709,54826,51.9,6.69,Current,FL,804,HELOC,23.65,No,No
201283,2025-02,2015-11-08,19234,52202,89.06,8.59,30 Days,NY,767,HELOC,27.11,No,No
201284,2025-02,2022-03-03,177470,79178,91.84,5.46,Current,TX,776,HELOC,21.14,No,No
201285,2025-02,2020-10-01,160796,159849,54.74,8.78,Current,WA,649,HELOC,45.66,No,No
201286,2025-02,2016-02-10,68050,25199,79.91,8.58,Current,CA,848,HELOC,32.37,No,No
201287,2025-02,2016-08-13,141482,111002,90.93,3.58,Current,CA,824,HELOC,26.99,No,No
201288,2025-02,2017-11-29,71517,8398,76.6,8.58,Current,CA,627,HELOC,47.93,No,No
201289,2025-02,2018-12-30,222013,43758,55.53,5.66,Current,CA,508,Fixed,19.66,No,No
201290,2025-02,2015-01-15,79459,197930,70.78,4.77,Current,GA,842,HELOC,46.01,No,No
201291,2025-02,2019-05-29,229634,57408,84.75,3.75,Current,IL,640,Fixed,32.4,No,No
201292,2025-02,2021-10-12,200318,199035,70.89,5.01,Current,CA,503,Fixed,18.91,No,No
201293,2025-02,2021-05-11,217541,82868,67.59,7.99,Current,NY,616,HELOC,33.09,No,No
201294,2025-02,2018-12-02,88355,66637,56.3,5.16,Current,CA,752,Fixed,46.8,No,No
201295,2025-02,2015-03-19,99667,38294,94.85,7.47,Current,TX,796,HELOC,17.16,No,No
201296,2025-02,2021-11-02,151510,184520,69.46,8.71,Current,IL,848,HELOC,32.42,Yes,No
201297,2025-02,2018-05-07,183813,45781,77.65,6.49,Current,GA,506,HELOC,36.23,No,No
201298,2025-02,2019-12-16,101882,110130,73.11,5.69,Current,GA,779,Fixed,31.09,No,No
201299,2025-02,2019-08-11,128218,33671,75.79,6.18,Current,GA,635,Fixed,15.83,No,No
201300,2025-02,2018-07-11,197513,22444,80.71,3.81,Current,WA,687,Fixed,34.39,No,No
201301,2025-02,2017-05-02,168294,59430,51.23,4.35,Current,TX,632,Fixed,35.05,No,No
201302,2025-02,2021-08-30,163878,60805,86.68,7.4,30 Days,GA,834,HELOC,42.52,No,No
201303,2025-02,2022-10-26,99925,51931,77.42,8.3,Current,GA,809,HELOC,45.59,No,No
201304,2025-02,2020-11-07,13423,176957,84.69,8.7,Current,IL,625,HELOC,45.12,No,No
201305,2025-02,2021-06-06,164204,75988,76.67,5.24,60 Days,NY,834,HELOC,33.77,No,No
201306,2025-02,2021-06-25,144573,30993,59.26,4.23,Current,GA,537,Fixed,32.62,No,No
201307,2025-02,2020-01-08,231069,13113,87.19,4.28,Current,TX,711,HELOC,48.63,No,No
201308,2025-02,2016-03-26,215309,97252,76.47,5.65,Current,WA,624,Fixed,37.37,Yes,No
201309,2025-02,2020-06-22,165635,45066,72.28,6.18,Current,WA,546,HELOC,37.92,No,No
201310,2025-02,2015-08-23,210683,59709,50.96,4.15,Current,IL,656,Fixed,21.67,No,No
201311,2025-02,2021-08-10,83785,185579,53.72,7.72,Current,FL,643,HELOC,29.23,No,No
201312,2025-02,2018-04-27,37706,39784,55.45,5.25,Current,TX,826,HELOC,38.28,Yes,No
201313,2025-02,2017-09-01,149260,69412,82.02,8.92,Current,CA,586,HELOC,22.23,No,No
201314,2025-02,2016-08-25,25454,38960,98.28,3.76,Current,WA,770,HELOC,44.14,No,No
201315,2025-02,2020-10-18,120436,72504,54.42,5.76,Current,NY,728,HELOC,40.21,No,No
201316,2025-02,2018-03-26,50664,46684,93.56,3.06,Current,TX,533,Fixed,31.6,No,No
201317,2025-02,2015-12-19,154178,121175,75.52,3.45,Current,NY,735,Fixed,52.85,No,No
201318,2025-02,2016-10-31,134967,31753,82.22,5.91,Current,GA,846,Fixed,22.47,No,No
201319,2025-02,2018-06-10,223061,101485,63.28,4.18,Current,CA,725,HELOC,22.23,No,Yes
201320,2025-02,2016-11-17,223944,94522,51.49,3.23,Current,CA,644,Fixed,30.56,No,No
201321,2025-02,2016-05-20,243491,136734,57.89,3.13,Current,FL,840,HELOC,52.87,No,No
201322,2025-02,2018-04-06,244213,8026,76.02,8.77,Current,CA,547,Fixed,51.1,No,No
201323,2025-02,2019-01-02,161268,118511,75.08,3.26,Current,CA,786,HELOC,50.18,No,Yes
201324,2025-02,2016-08-16,120170,112209,64.81,5.73,Current,GA,805,HELOC,51.34,No,No
201325,2025-02,2016-05-29,196552,146894,67.8,7.62,30 Days,TX,786,HELOC,15.38,No,No
201326,2025-02,2022-07-30,238711,144378,68.85,5.89,Current,NY,611,Fixed,26.64,No,No
201327,2025-02,2016-03-22,37894,197181,83.63,7.35,Current,WA,807,Fixed,41.47,No,No
201328,2025-02,2018-01-18,198651,99804,74.77,7.36,Current,NY,813,Fixed,23.63,No,No
201329,2025-02,2015-07-24,100482,33733,63.13,4.76,30 Days,GA,556,HELOC,43.05,No,No
201330,2025-02,2019-03-01,75241,168580,65.77,3.18,Current,NY,598,HELOC,18.2,Yes,No
201331,2025-02,2023-05-20,94576,171550,84.31,8.19,Current,TX,520,HELOC,31.48,No,No
201332,2025-02,2022-07-22,196634,52909,80.93,5.38,Current,IL,674,HELOC,27.09,No,No
201333,2025-02,2021-08-01,247576,119487,82.41,4.22,Current,FL,571,Fixed,49.01,No,No
201334,2025-02,2018-05-16,232215,194416,76.52,3.51,Current,NY,668,Fixed,30.3,No,Yes
201335,2025-02,2019-05-20,106210,102766,63.28,3.92,Current,CA,562,HELOC,42.37,No,No
201336,2025-02,2016-10-09,70602,142054,58.56,6.31,Current,TX,522,HELOC,51.91,No,No
201337,2025-02,2022-02-26,74241,137953,81.91,5.37,Current,IL,535,Fixed,35.34,No,No
201338,2025-02,2015-01-10,61654,97099,63.96,5.96,Current,FL,503,Fixed,23.93,No,No
201339,2025-02,2021-11-18,41709,63985,86.17,6.83,Current,TX,587,Fixed,42.75,No,No
201340,2025-02,2023-02-26,200521,75785,95.35,5.93,60 Days,WA,818,HELOC,46.38,No,No
201341,2025-02,2016-03-16,142700,20386,89.47,8.03,Current,WA,781,Fixed,42.99,No,No
201342,2025-02,2018-11-11,58437,140857,84.82,6.31,Current,FL,735,Fixed,39.26,No,No
201343,2025-02,2016-10-21,22927,175986,53.35,3.66,Current,CA,642,Fixed,53.65,No,Yes
201344,2025-02,2017-10-24,159692,71450,50.45,7.92,Current,WA,808,HELOC,31.17,No,No
201345,2025-02,2015-03-25,145212,38756,73.86,6.18,Current,WA,585,Fixed,34.83,No,No
201346,2025-02,2022-04-28,171579,152078,63.66,5.53,60 Days,CA,669,Fixed,53.66,No,No
201347,2025-02,2015-05-20,53752,101466,61.75,5.09,Current,NY,532,Fixed,37.59,No,No
201348,2025-02,2018-04-07,106138,192742,53.45,3.44,Current,WA,517,Fixed,44.69,No,No
201349,2025-02,2023-04-29,64045,128591,56.53,7.7,Current,FL,786,Fixed,21.99,No,No
201350,2025-02,2019-01-23,68316,197443,50.5,6.52,Current,CA,707,Fixed,39.01,No,No
201351,2025-02,2022-04-21,147711,89936,77.58,8.52,60 Days,FL,789,Fixed,27.01,Yes,No
201352,2025-02,2015-04-01,151439,48466,55.04,4.4,Current,FL,649,HELOC,36.77,No,No
201353,2025-02,2021-09-20,178416,27955,74.88,3.14,Current,CA,837,Fixed,50.36,No,No
201354,2025-02,2022-08-20,56003,150800,84.55,8.9,Current,GA,669,Fixed,52.07,No,No
201355,2025-02,2018-04-12,227438,161845,95.08,8.33,Current,NY,839,Fixed,32.04,No,No
201356,2025-02,2018-12-03,206433,180345,96.98,7.54,Current,TX,503,HELOC,26.34,No,No
201357,2025-02,2018-07-23,125380,99039,50.65,4.36,Current,WA,686,HELOC,43.92,No,No
201358,2025-02,2021-12-06,214758,45865,65.85,3.39,Current,CA,725,HELOC,54.85,No,No
201359,2025-02,2015-02-18,75960,53478,63.6,4.26,Current,FL,730,HELOC,40.44,No,No
201360,2025-02,2022-08-30,190185,172600,54.26,4.33,Current,TX,836,HELOC,35.34,No,No
201361,2025-02,2015-04-21,155466,168562,92.24,6.87,Current,IL,620,HELOC,30.15,No,No
201362,2025-02,2021-09-21,247605,6534,51.33,3.75,Current,NY,778,HELOC,44.15,No,No
201363,2025-02,2022-03-26,58602,144560,59.49,8.92,Current,GA,623,Fixed,52.8,No,No
201364,2025-02,2019-11-28,168781,168875,68.09,4.18,Current,FL,803,HELOC,29.8,No,No
201365,2025-02,2018-06-01,132191,179650,62.51,3.64,Current,IL,608,Fixed,27.64,No,No
201366,2025-02,2020-02-23,103746,139392,79.63,5.03,Current,NY,791,HELOC,23.27,No,No
201367,2025-02,2017-02-23,158876,131506,60.41,4.13,Current,WA,841,HELOC,21.75,Yes,No
201368,2025-02,2021-06-25,155003,177462,53.41,8.98,Current,NY,731,HELOC,32.15,No,No
201369,2025-02,2022-12-31,228112,95390,90.15,7.86,Current,IL,681,HELOC,32.79,No,No
201370,2025-02,2017-07-18,22624,148347,68.1,5.55,Current,CA,591,HELOC,28.23,No,No
201371,2025-02,2016-02-07,85756,170628,77.83,8.03,Current,IL,533,Fixed,27.88,No,No
201372,2025-02,2015-06-09,235530,133684,74.71,7.86,Current,IL,777,HELOC,32.0,No,No
201373,2025-02,2017-06-02,200371,139051,95.75,6.22,Current,FL,692,HELOC,25.09,No,No
201374,2025-02,2020-01-27,208216,60758,63.75,4.53,Current,CA,526,Fixed,41.7,Yes,Yes
201375,2025-02,2020-06-20,210751,27856,85.64,4.93,Current,CA,715,HELOC,44.93,No,No
201376,2025-02,2023-11-28,97310,118111,95.84,5.85,Current,FL,731,HELOC,42.6,No,No
201377,2025-02,2023-11-24,62995,88498,91.62,7.58,Current,GA,734,HELOC,46.95,No,No
201378,2025-02,2020-04-17,227797,61966,54.1,3.41,Current,GA,507,Fixed,43.84,No,No
201379,2025-02,2018-05-17,225435,26214,80.07,3.18,Current,NY,587,HELOC,45.22,No,No
201380,2025-02,2017-11-03,220308,110977,53.32,5.06,Current,WA,702,HELOC,34.99,No,No
201381,2025-02,2017-09-11,48200,95131,56.16,7.5,Current,NY,689,HELOC,28.97,No,No
201382,2025-02,2017-04-04,171588,115651,80.57,5.84,Current,IL,846,HELOC,19.22,No,No
201383,2025-02,2018-08-17,99007,102601,96.35,7.77,Current,CA,795,HELOC,27.17,No,No
201384,2025-02,2019-02-26,211843,124407,66.48,4.26,Current,GA,764,HELOC,40.8,No,No
201385,2025-02,2020-07-28,60846,99650,54.4,4.94,Current,WA,507,HELOC,51.67,No,No
201386,2025-02,2023-12-29,42089,66608,50.39,5.05,Current,FL,680,Fixed,25.42,No,No
201387,2025-02,2016-01-17,63493,114611,85.75,7.91,Current,FL,580,HELOC,50.2,No,No
201388,2025-02,2020-07-14,159392,176461,51.72,4.21,Current,IL,725,HELOC,50.3,No,No
201389,2025-02,2020-03-19,208284,57737,65.87,3.47,Current,GA,803,Fixed,15.53,No,No
201390,2025-02,2023-03-18,29985,185426,77.72,3.17,30 Days,NY,762,Fixed,15.61,No,No
201391,2025-02,2020-12-07,111798,78620,68.44,8.75,Current,WA,722,HELOC,32.13,No,No
201392,2025-02,2022-12-13,72513,116358,55.68,7.69,Current,WA,614,HELOC,16.08,No,No
201393,2025-02,2016-08-23,75616,177550,93.39,5.63,Current,CA,701,Fixed,27.85,No,No
201394,2025-02,2017-12-04,40738,187627,62.51,4.74,Current,GA,845,Fixed,47.16,No,No
201395,2025-02,2022-11-21,151450,80943,87.35,6.79,Current,NY,686,HELOC,34.97,No,No
201396,2025-02,2019-06-11,122132,118211,58.96,3.89,Current,NY,567,HELOC,47.09,No,No
201397,2025-02,2021-03-17,72899,131180,96.52,6.09,60 Days,WA,821,HELOC,34.96,No,No
201398,2025-02,2021-04-04,236499,99101,80.17,6.95,Current,WA,505,Fixed,35.23,No,No
201399,2025-02,2018-03-21,246477,166888,79.14,8.24,Current,TX,691,HELOC,33.54,No,No
201400,2025-02,2019-07-20,133104,70964,84.92,3.32,Current,IL,543,Fixed,24.26,No,No
201401,2025-02,2021-05-11,32008,37144,75.85,5.14,Current,CA,564,Fixed,35.55,No,No
201402,2025-02,2018-04-28,79539,79291,54.3,3.08,Current,IL,817,Fixed,38.78,No,No
201403,2025-02,2022-01-04,187608,87887,62.23,4.74,Current,TX,572,HELOC,27.57,No,No
201404,2025-02,2015-02-12,209437,39606,61.81,4.99,Current,WA,602,Fixed,24.67,No,No
201405,2025-02,2022-03-07,99486,190372,93.4,4.49,Current,WA,687,Fixed,24.6,No,No
201406,2025-02,2018-12-23,37946,136514,98.19,7.64,Current,TX,763,Fixed,39.78,No,No
201407,2025-02,2023-06-05,213228,163315,98.61,7.25,30 Days,WA,705,Fixed,34.86,No,No
201408,2025-02,2018-12-16,69268,159999,54.35,4.08,Current,GA,751,Fixed,50.64,No,No
201409,2025-02,2018-05-18,183928,78016,95.78,4.7,Current,FL,634,Fixed,46.95,No,No
