Account Number,Reporting Period,Origination Date,Loan Amount,LTV Ratio,Interest Rate,Delinquency Status,Property State,Credit Score,Loan Purpose,DTI Ratio,Loan Modification,Charge-Off Status
102182,2025-02,2016-06-24,533021,64.74,5.8,Current,CA,500,Cash-Out Refinance,30.55,No,No
102183,2025-02,2022-06-06,611222,81.92,3.21,Current,CA,794,Purchase,48.91,No,No
102184,2025-02,2017-06-22,498611,94.51,3.12,Current,NY,559,Refinance,49.55,No,No
102185,2025-02,2019-06-27,504558,85.61,4.08,Current,IL,511,Purchase,13.74,No,No
102186,2025-02,2018-08-10,776994,86.46,2.86,Current,IL,571,Cash-Out Refinance,19.6,No,No
102187,2025-02,2017-09-15,318978,52.06,7.42,Current,WA,572,Purchase,47.36,No,No
102188,2025-02,2015-12-19,157019,90.16,8.24,Current,IL,732,Cash-Out Refinance,35.33,No,No
102189,2025-02,2016-10-31,147548,72.14,7.89,Current,TX,701,Refinance,12.91,No,No
102190,2025-02,2018-03-09,520405,76.19,7.75,Current,IL,528,Cash-Out Refinance,49.96,No,No
102191,2025-02,2023-04-29,850925,78.99,4.93,30 Days,WA,583,Purchase,43.51,No,No
102192,2025-02,2023-02-07,201614,53.07,6.31,Current,CA,786,Cash-Out Refinance,32.23,No,No
102193,2025-02,2021-02-03,986252,82.94,3.1,Current,WA,535,Purchase,36.9,No,No
102194,2025-02,2022-12-25,160037,56.57,6.24,Current,GA,637,Cash-Out Refinance,45.12,No,No
102195,2025-02,2022-07-11,651363,74.97,8.2,Current,IL,507,Cash-Out Refinance,13.78,No,No
102196,2025-02,2021-04-25,265800,83.69,8.36,Current,TX,521,Purchase,43.29,Yes,No
102197,2025-02,2017-07-07,75311,60.34,3.69,Current,GA,594,Cash-Out Refinance,25.97,No,No
102198,2025-02,2016-08-03,578909,74.68,6.09,Current,TX,608,Refinance,41.11,No,No
102199,2025-02,2018-12-16,345634,60.2,3.2,Current,IL,541,Purchase,27.21,Yes,No
102200,2025-02,2021-04-22,908317,75.4,3.2,Current,CA,809,Cash-Out Refinance,21.06,No,No
102201,2025-02,2019-09-30,401348,92.29,7.38,Current,FL,608,Refinance,28.2,No,No
102202,2025-02,2020-09-27,468102,51.62,2.94,Current,NY,524,Refinance,11.33,No,No
102203,2025-02,2022-04-06,733553,63.88,8.22,Current,GA,775,Cash-Out Refinance,28.0,No,No
102204,2025-02,2015-04-13,992229,52.02,4.79,30 Days,FL,681,Cash-Out Refinance,35.9,No,No
102205,2025-02,2019-04-20,975517,100.0,2.66,Current,IL,654,Purchase,39.75,No,No
102206,2025-02,2019-03-09,132106,99.22,4.42,Current,NY,636,Cash-Out Refinance,44.27,No,No
102207,2025-02,2020-01-18,456170,93.97,7.31,Current,WA,553,Refinance,39.37,No,No
102208,2025-02,2017-11-08,226859,67.41,6.97,Current,WA,800,Purchase,46.13,No,No
102209,2025-02,2015-10-27,138299,96.59,7.98,Current,NY,506,Refinance,24.93,No,No
102210,2025-02,2018-10-24,315223,84.16,6.26,30 Days,GA,713,Refinance,35.21,No,No
102211,2025-02,2016-12-18,386158,68.32,2.57,30 Days,FL,572,Cash-Out Refinance,23.33,No,No
102212,2025-02,2022-07-27,755220,64.71,4.99,Current,CA,565,Cash-Out Refinance,44.92,No,No
102213,2025-02,2019-04-13,207471,56.59,3.16,Current,GA,825,Purchase,10.63,No,No
102214,2025-02,2017-02-01,811930,98.54,4.2,Current,WA,511,Cash-Out Refinance,46.49,No,No
102215,2025-02,2016-01-23,702880,93.53,7.15,Current,FL,594,Purchase,25.07,No,No
102216,2025-02,2021-08-02,607715,78.8,8.36,90+ Days,NY,660,Cash-Out Refinance,22.46,No,No
102217,2025-02,2022-05-10,593613,70.59,3.25,Current,TX,506,Refinance,15.83,No,No
102218,2025-02,2016-11-28,950875,90.49,7.7,Current,FL,633,Refinance,39.85,No,No
102219,2025-02,2018-03-28,917195,98.88,2.87,Current,GA,582,Refinance,37.61,No,No
102220,2025-02,2022-05-03,570824,75.94,7.98,Current,NY,838,Purchase,25.06,No,No
102221,2025-02,2020-09-19,296502,66.67,8.27,Current,GA,569,Purchase,48.79,No,No
102222,2025-02,2017-11-26,119246,90.33,7.56,30 Days,CA,573,Refinance,14.57,No,No
102223,2025-02,2019-03-22,833482,59.78,5.61,Current,IL,839,Refinance,20.46,No,No
102224,2025-02,2015-03-03,238147,77.95,5.55,Current,TX,519,Refinance,42.03,No,No
102225,2025-02,2023-09-14,879148,68.7,7.12,Current,TX,590,Cash-Out Refinance,27.72,No,No
102226,2025-02,2015-06-04,278709,72.71,5.13,Current,NY,663,Refinance,23.75,No,No
102227,2025-02,2017-02-14,589922,96.5,2.67,30 Days,GA,738,Refinance,41.65,No,No
102228,2025-02,2016-09-11,335572,56.83,7.06,Current,GA,810,Refinance,15.93,No,No
102229,2025-02,2019-11-05,410607,57.88,6.55,Current,WA,681,Purchase,31.2,No,No
102230,2025-02,2017-06-03,165237,89.16,6.29,30 Days,TX,698,Refinance,20.53,No,No
102231,2025-02,2016-07-25,137872,55.34,4.75,Current,GA,848,Cash-Out Refinance,41.67,No,No
102232,2025-02,2017-04-16,75531,57.53,6.9,Current,NY,502,Cash-Out Refinance,14.25,No,No
102233,2025-02,2017-07-18,990249,87.08,7.98,Current,TX,602,Refinance,28.53,No,No
102234,2025-02,2021-08-01,648345,85.24,5.24,Current,TX,605,Cash-Out Refinance,36.99,No,No
102235,2025-02,2015-12-16,341768,82.03,6.99,Current,WA,817,Purchase,40.87,No,No
102236,2025-02,2020-01-24,305014,67.16,4.02,Current,NY,516,Refinance,49.69,Yes,No
102237,2025-02,2023-10-06,433675,82.77,4.91,Current,TX,662,Purchase,45.72,No,No
102238,2025-02,2019-02-06,784226,69.81,7.17,30 Days,GA,637,Refinance,45.62,No,No
102239,2025-02,2016-04-15,331595,79.99,6.83,Current,GA,775,Refinance,36.09,No,No
102240,2025-02,2020-01-05,472921,56.86,4.5,Current,CA,808,Refinance,32.41,No,No
102241,2025-02,2018-11-28,376359,66.13,5.51,Current,GA,565,Purchase,23.85,No,No
102242,2025-02,2017-03-20,54732,58.18,7.31,Current,WA,528,Refinance,46.45,No,No
102243,2025-02,2017-06-02,839912,56.17,5.12,Current,FL,532,Purchase,24.21,No,No
102244,2025-02,2019-08-05,55979,57.33,7.12,Current,WA,829,Purchase,22.17,No,No
102245,2025-02,2015-03-08,175632,68.33,5.04,Current,WA,602,Purchase,25.6,No,No
102246,2025-02,2017-07-01,848658,72.91,5.25,60 Days,IL,557,Cash-Out Refinance,16.26,No,No
102247,2025-02,2021-04-25,274507,84.52,3.97,Current,NY,732,Cash-Out Refinance,12.74,No,No
102248,2025-02,2019-12-09,97779,59.81,3.15,Current,FL,700,Cash-Out Refinance,17.18,No,No
102249,2025-02,2022-02-19,416106,98.51,7.81,Current,GA,551,Refinance,31.62,Yes,No
102250,2025-02,2019-10-17,796786,95.67,4.03,Current,WA,728,Refinance,23.7,No,No
102251,2025-02,2023-10-31,868375,85.32,2.79,Current,WA,779,Purchase,26.33,No,No
102252,2025-02,2020-02-21,246955,53.5,6.6,Current,WA,645,Purchase,29.71,No,No
102253,2025-02,2022-04-13,727556,82.98,5.74,Current,WA,561,Refinance,11.22,No,No
102254,2025-02,2016-08-27,100611,82.17,5.19,Current,FL,673,Purchase,11.45,No,No
102255,2025-02,2023-09-16,932657,80.45,3.57,30 Days,GA,520,Cash-Out Refinance,30.8,No,No
102256,2025-02,2017-12-27,952232,90.37,4.51,Current,CA,747,Refinance,32.44,No,No
102257,2025-02,2019-03-31,782836,65.69,4.79,60 Days,CA,708,Cash-Out Refinance,21.37,No,No
102258,2025-02,2021-11-11,486361,64.73,3.01,Current,CA,694,Purchase,45.93,No,No
102259,2025-02,2020-07-17,96271,79.36,7.33,Current,GA,711,Cash-Out Refinance,42.81,No,No
102260,2025-02,2020-11-09,396455,68.52,7.0,Current,IL,534,Cash-Out Refinance,43.63,No,No
102261,2025-02,2017-06-07,858424,82.1,2.82,Current,NY,713,Cash-Out Refinance,15.74,No,No
102262,2025-02,2018-01-31,677262,76.01,6.68,Current,WA,583,Cash-Out Refinance,17.7,No,No
102263,2025-02,2019-11-09,519580,75.93,8.05,Current,IL,704,Refinance,34.08,No,No
102264,2025-02,2019-10-29,897680,54.62,3.23,Current,CA,720,Purchase,19.6,No,No
102265,2025-02,2021-08-29,684702,53.22,5.46,Current,TX,660,Refinance,45.27,No,No
102266,2025-02,2022-03-23,151892,63.28,8.38,Current,GA,573,Purchase,40.2,No,No
102267,2025-02,2023-05-31,913059,60.3,4.04,Current,CA,662,Refinance,22.78,No,Yes
102268,2025-02,2018-12-07,806092,82.86,5.35,Current,CA,829,Refinance,24.35,No,No
102269,2025-02,2020-06-19,299622,50.64,3.64,Current,FL,574,Cash-Out Refinance,33.9,No,No
102270,2025-02,2021-11-01,540769,50.02,6.43,Current,IL,806,Cash-Out Refinance,29.76,Yes,No
102271,2025-02,2015-08-11,656643,71.36,7.69,Current,NY,787,Refinance,11.19,No,No
102272,2025-02,2020-11-02,928361,72.43,4.42,Current,TX,678,Refinance,40.35,No,No
102273,2025-02,2022-01-08,316002,80.33,5.98,60 Days,WA,749,Purchase,43.03,No,No
102274,2025-02,2023-09-06,984346,87.97,3.94,Current,CA,704,Refinance,21.27,No,No
102275,2025-02,2018-03-09,646993,71.9,2.9,90+ Days,NY,723,Purchase,42.57,No,No
102276,2025-02,2020-06-16,301287,84.54,4.4,Current,GA,687,Refinance,37.91,No,No
102277,2025-02,2017-01-31,85442,84.83,3.69,Current,WA,600,Purchase,36.36,No,No
102278,2025-02,2015-10-10,355560,88.63,7.21,Current,FL,641,Purchase,40.88,No,No
102279,2025-02,2020-11-01,369013,77.45,4.82,Current,GA,739,Purchase,40.52,No,No
102280,2025-02,2016-12-30,646158,51.41,2.72,Current,GA,577,Purchase,43.54,No,No
102281,2025-02,2019-03-23,973494,56.04,5.66,90+ Days,GA,604,Refinance,23.23,Yes,No
102282,2025-02,2018-04-18,51933,75.35,5.28,Current,WA,716,Cash-Out Refinance,49.32,No,No
102283,2025-02,2020-03-03,715668,79.2,3.48,30 Days,WA,629,Purchase,37.53,No,No
102284,2025-02,2018-05-29,926799,82.1,4.38,Current,GA,681,Purchase,10.9,No,No
102285,2025-02,2019-01-21,790569,84.13,7.44,Current,IL,642,Refinance,18.68,No,Yes
102286,2025-02,2018-05-15,379678,55.62,4.04,Current,NY,505,Cash-Out Refinance,43.15,Yes,No
102287,2025-02,2019-12-17,237074,67.67,5.69,Current,GA,760,Refinance,47.38,No,No
102288,2025-02,2015-09-22,287889,63.66,5.31,Current,IL,812,Purchase,20.19,No,No
102289,2025-02,2017-03-21,736303,76.45,5.83,30 Days,WA,576,Cash-Out Refinance,26.96,No,No
102290,2025-02,2015-04-30,899783,96.68,3.0,Current,IL,744,Refinance,44.59,No,No
102291,2025-02,2023-04-05,299301,76.0,3.14,Current,IL,577,Purchase,24.95,No,No
102292,2025-02,2023-01-14,983260,92.38,6.29,30 Days,WA,604,Purchase,34.67,No,No
102293,2025-02,2021-01-28,914011,63.12,6.3,30 Days,CA,796,Cash-Out Refinance,29.56,No,No
102294,2025-02,2021-01-22,198024,93.44,5.98,Current,NY,839,Refinance,21.55,No,No
102295,2025-02,2018-12-14,231255,55.37,7.46,Current,WA,644,Purchase,30.98,No,No
102296,2025-02,2023-11-25,981157,55.01,3.67,Current,NY,617,Refinance,49.85,No,No
102297,2025-02,2021-10-17,149269,89.01,5.64,Current,GA,668,Refinance,33.43,No,No
102298,2025-02,2015-02-27,205232,96.83,7.61,Current,TX,662,Cash-Out Refinance,48.26,No,No
102299,2025-02,2019-06-02,685753,54.7,6.49,Current,TX,545,Refinance,34.05,No,No
102300,2025-02,2018-12-27,844370,91.8,4.14,Current,WA,542,Cash-Out Refinance,37.08,No,Yes
102301,2025-02,2015-10-01,465537,60.98,8.17,Current,NY,524,Purchase,17.8,No,No
102302,2025-02,2018-09-28,532596,56.04,2.7,Current,NY,823,Refinance,34.72,No,No
102303,2025-02,2023-07-02,378401,84.3,5.48,Current,CA,830,Purchase,47.85,No,No
102304,2025-02,2016-08-30,369873,87.89,4.42,30 Days,NY,751,Purchase,19.03,No,No
102305,2025-02,2023-09-01,83205,84.24,7.82,30 Days,TX,635,Purchase,27.65,No,No
102306,2025-02,2020-08-03,671796,72.02,4.03,Current,TX,803,Purchase,27.89,No,No
102307,2025-02,2020-03-01,461898,92.22,5.92,Current,FL,546,Refinance,18.98,No,No
102308,2025-02,2023-10-10,89788,81.03,2.58,Current,WA,549,Purchase,13.17,Yes,No
102309,2025-02,2023-09-21,803845,57.96,6.61,Current,NY,683,Purchase,20.3,No,No
102310,2025-02,2023-07-01,291092,97.56,6.48,Current,TX,692,Cash-Out Refinance,33.39,No,No
102311,2025-02,2022-09-10,273588,54.68,7.05,Current,TX,695,Refinance,17.48,Yes,No
102312,2025-02,2018-12-06,449419,62.55,2.69,Current,GA,605,Refinance,32.02,No,Yes
102313,2025-02,2017-01-02,327682,71.98,2.6,Current,TX,504,Refinance,15.29,No,No
102314,2025-02,2023-08-23,73903,83.07,4.67,Current,IL,529,Cash-Out Refinance,34.22,No,No
102315,2025-02,2015-03-06,892750,96.12,7.31,Current,NY,823,Refinance,23.11,No,No
102316,2025-02,2019-10-10,154585,73.22,5.26,Current,TX,553,Cash-Out Refinance,38.58,Yes,No
102317,2025-02,2022-10-01,748841,58.2,4.92,30 Days,TX,541,Purchase,31.51,No,No
102318,2025-02,2023-06-10,610657,55.39,6.84,Current,NY,830,Cash-Out Refinance,39.45,No,No
102319,2025-02,2021-08-22,940445,58.89,7.45,Current,TX,677,Cash-Out Refinance,44.74,No,No
102320,2025-02,2023-09-20,155612,63.11,2.61,Current,NY,760,Cash-Out Refinance,15.2,No,No
102321,2025-02,2019-09-08,784189,77.89,6.59,Current,GA,769,Refinance,14.34,No,No
102322,2025-02,2023-12-18,683514,59.96,2.95,30 Days,TX,501,Refinance,31.15,No,No
102323,2025-02,2016-04-03,793841,86.08,8.13,Current,WA,787,Purchase,43.02,No,No
102324,2025-02,2022-12-23,955160,78.71,4.5,Current,IL,610,Refinance,43.13,No,Yes
102325,2025-02,2019-05-11,386355,52.59,2.61,30 Days,CA,525,Purchase,44.46,No,No
102326,2025-02,2015-09-08,172151,53.63,4.42,Current,GA,746,Cash-Out Refinance,28.67,No,No
102327,2025-02,2020-01-09,686331,98.5,6.94,Current,IL,670,Refinance,14.75,No,No
102328,2025-02,2018-04-11,609822,53.28,4.71,60 Days,FL,557,Refinance,12.48,No,No
102329,2025-02,2021-04-19,141420,72.02,5.45,60 Days,NY,580,Cash-Out Refinance,30.49,No,No
102330,2025-02,2022-12-27,857657,63.98,4.47,Current,IL,739,Purchase,29.18,No,No
102331,2025-02,2020-02-02,452718,67.77,3.78,Current,GA,598,Refinance,30.02,No,No
102332,2025-02,2018-11-17,950749,67.93,8.0,Current,CA,601,Purchase,24.36,No,No
102333,2025-02,2018-03-30,513155,51.76,4.32,30 Days,GA,689,Refinance,23.55,No,No
102334,2025-02,2017-01-31,580680,87.63,4.62,Current,NY,608,Refinance,42.54,No,No
102335,2025-02,2019-04-08,712904,89.27,3.56,Current,GA,725,Cash-Out Refinance,28.42,No,No
102336,2025-02,2015-11-08,106307,74.17,4.71,Current,WA,710,Purchase,19.76,No,No
102337,2025-02,2016-12-19,514790,79.82,4.0,Current,WA,555,Cash-Out Refinance,32.85,No,No
102338,2025-02,2021-12-12,826060,91.86,4.56,Current,WA,539,Cash-Out Refinance,22.33,No,No
102339,2025-02,2015-08-26,239787,68.06,6.64,Current,CA,590,Refinance,30.37,No,No
102340,2025-02,2022-02-14,397742,79.65,5.84,Current,TX,843,Purchase,10.81,No,No
102341,2025-02,2016-07-30,823234,72.46,6.65,Current,FL,624,Cash-Out Refinance,26.12,No,No
102342,2025-02,2022-06-01,981188,68.19,3.96,Current,IL,623,Cash-Out Refinance,36.29,No,No
102343,2025-02,2023-09-05,158139,88.98,5.62,Current,TX,780,Purchase,47.74,No,No
102344,2025-02,2016-01-22,827639,55.86,5.61,Current,CA,625,Refinance,45.99,No,No
102345,2025-02,2017-12-21,364250,92.17,5.43,Current,IL,709,Purchase,37.77,No,Yes
102346,2025-02,2023-04-08,541274,73.11,5.78,Current,NY,734,Refinance,19.15,No,No
102347,2025-02,2022-07-24,846249,57.65,4.63,Current,TX,807,Refinance,14.72,No,No
102348,2025-02,2023-01-13,563458,52.03,4.7,Current,GA,600,Purchase,13.82,No,No
102349,2025-02,2020-08-04,633026,59.91,3.83,Current,FL,562,Purchase,11.52,No,No
102350,2025-02,2022-01-25,270447,96.86,8.15,Current,NY,686,Purchase,11.56,No,No
102351,2025-02,2020-11-13,998627,97.6,6.81,Current,WA,601,Purchase,37.95,No,No
102352,2025-02,2022-04-19,991301,82.09,4.38,Current,CA,644,Refinance,43.89,No,No
102353,2025-02,2022-12-05,952124,61.95,7.05,Current,NY,553,Refinance,46.29,No,No
102354,2025-02,2018-02-22,254767,52.79,3.21,Current,WA,845,Cash-Out Refinance,30.38,No,No
102355,2025-02,2019-10-11,424847,79.23,3.68,Current,NY,563,Cash-Out Refinance,17.04,No,No
102356,2025-02,2015-01-22,389364,87.24,2.69,30 Days,IL,571,Refinance,21.1,No,No
102357,2025-02,2021-07-17,815532,91.46,8.06,Current,CA,790,Refinance,24.32,No,No
102358,2025-02,2016-10-19,230083,70.46,3.68,Current,FL,532,Refinance,18.44,No,No
102359,2025-02,2015-06-14,816167,95.48,6.51,Current,FL,718,Refinance,43.32,No,No
102360,2025-02,2021-11-14,182417,81.21,3.12,30 Days,TX,833,Refinance,31.57,No,No
102361,2025-02,2017-05-16,517811,69.03,6.52,Current,TX,564,Cash-Out Refinance,45.01,No,No
102362,2025-02,2019-01-26,805728,89.75,7.14,Current,WA,608,Purchase,24.3,No,Yes
102363,2025-02,2018-09-11,917037,90.29,4.34,Current,GA,735,Purchase,29.85,No,No
102364,2025-02,2020-01-21,822026,70.05,5.21,Current,NY,674,Cash-Out Refinance,19.13,No,No
102365,2025-02,2018-07-12,172187,54.77,2.82,Current,CA,714,Refinance,26.34,No,No
102366,2025-02,2020-05-03,447881,97.98,5.0,Current,FL,719,Cash-Out Refinance,14.79,No,No
102367,2025-02,2016-11-28,525552,73.32,4.33,Current,WA,825,Purchase,33.26,No,No
102368,2025-02,2018-02-02,442700,88.83,6.62,Current,NY,511,Cash-Out Refinance,43.89,No,No
102369,2025-02,2019-07-10,838091,66.85,4.71,Current,WA,603,Cash-Out Refinance,47.41,No,No
102370,2025-02,2023-06-04,603851,82.04,6.51,30 Days,TX,727,Cash-Out Refinance,32.05,No,No
102371,2025-02,2015-03-05,386622,96.87,7.33,Current,WA,716,Refinance,30.52,No,No
102372,2025-02,2021-07-05,728503,66.21,4.99,Current,WA,696,Cash-Out Refinance,21.44,No,No
102373,2025-02,2017-07-04,236332,63.41,5.34,Current,GA,564,Cash-Out Refinance,24.77,No,No
102374,2025-02,2018-04-21,663343,67.11,4.78,30 Days,CA,616,Purchase,34.15,No,No
102375,2025-02,2023-09-21,649033,93.77,2.74,30 Days,NY,704,Purchase,31.19,No,No
102376,2025-02,2015-08-05,242256,85.13,7.46,Current,WA,678,Cash-Out Refinance,34.77,No,No
102377,2025-02,2018-07-19,292835,56.85,6.67,Current,NY,731,Cash-Out Refinance,34.03,No,No
102378,2025-02,2022-04-12,211439,87.57,4.46,Current,GA,752,Cash-Out Refinance,46.75,No,No
102379,2025-02,2019-02-24,389497,98.65,8.27,30 Days,CA,734,Cash-Out Refinance,49.3,No,No
102380,2025-02,2019-09-12,206895,90.67,4.65,Current,NY,797,Purchase,15.24,No,No
102381,2025-02,2021-06-03,668147,90.57,5.31,Current,IL,797,Refinance,16.91,No,No
102382,2025-02,2019-06-12,595861,74.29,4.59,Current,CA,558,Purchase,47.69,No,No
102383,2025-02,2023-10-31,150145,72.65,5.88,Current,NY,680,Refinance,45.73,No,No
102384,2025-02,2015-03-15,634585,98.23,4.96,Current,NY,543,Purchase,48.69,Yes,No
102385,2025-02,2020-08-19,613168,57.73,4.13,30 Days,NY,576,Cash-Out Refinance,49.8,No,No
102386,2025-02,2018-11-08,310293,57.96,6.84,Current,GA,733,Cash-Out Refinance,35.04,No,No
102387,2025-02,2023-04-08,540226,78.78,2.85,Current,IL,787,Purchase,43.76,Yes,No
102388,2025-02,2022-01-16,115749,74.3,6.08,Current,GA,617,Purchase,30.1,No,No
102389,2025-02,2021-09-15,557923,92.12,3.6,30 Days,FL,732,Refinance,26.69,No,No
102390,2025-02,2021-06-11,112892,95.37,2.97,Current,TX,691,Purchase,11.27,No,No
102391,2025-02,2021-10-23,545526,58.59,5.03,Current,GA,719,Purchase,21.11,No,No
102392,2025-02,2018-09-25,229860,90.51,6.96,Current,TX,608,Refinance,25.43,No,No
102393,2025-02,2019-03-27,856810,82.94,6.6,Current,GA,653,Refinance,27.72,No,No
102394,2025-02,2018-04-25,653313,98.27,3.49,Current,IL,777,Refinance,28.01,No,No
102395,2025-02,2018-07-29,95155,62.73,6.55,Current,WA,542,Purchase,27.19,No,No
102396,2025-02,2018-04-26,530783,86.07,6.66,30 Days,CA,748,Refinance,31.91,No,No
102397,2025-02,2023-04-28,559809,99.76,4.69,Current,NY,627,Refinance,47.52,No,No
102398,2025-02,2019-06-19,136050,96.03,3.25,Current,CA,594,Purchase,25.54,No,No
102399,2025-02,2017-04-11,154122,79.87,4.89,Current,NY,788,Cash-Out Refinance,25.87,No,No
102400,2025-02,2015-05-21,243066,59.96,7.64,Current,TX,766,Purchase,45.65,No,No
102401,2025-02,2017-02-03,979671,84.06,8.01,Current,FL,800,Cash-Out Refinance,13.15,No,No
102402,2025-02,2022-10-04,846121,68.93,8.37,Current,WA,786,Refinance,32.53,No,No
102403,2025-02,2016-01-20,927342,88.43,3.25,Current,CA,536,Refinance,32.48,No,No
102404,2025-02,2022-07-24,729028,79.4,4.79,Current,NY,654,Cash-Out Refinance,11.02,No,No
102405,2025-02,2016-08-11,925120,78.68,4.04,Current,TX,781,Cash-Out Refinance,17.62,No,No
102406,2025-02,2016-12-30,498020,52.1,6.45,Current,CA,521,Purchase,39.13,No,No
102407,2025-02,2019-08-28,412533,99.59,6.12,Current,CA,585,Purchase,14.81,No,No
102408,2025-02,2021-08-09,549442,52.23,5.27,Current,CA,604,Cash-Out Refinance,17.44,No,No
102409,2025-02,2020-10-31,246780,87.11,5.41,Current,GA,790,Refinance,44.09,No,No
102410,2025-02,2015-05-25,411803,61.81,8.33,Current,WA,559,Purchase,21.72,No,No
102411,2025-02,2016-10-19,77751,80.57,6.85,Current,FL,750,Cash-Out Refinance,21.33,No,No
102412,2025-02,2015-07-09,274188,93.11,8.09,60 Days,WA,834,Purchase,22.61,No,No
102413,2025-02,2022-09-14,666936,60.3,3.27,Current,GA,574,Cash-Out Refinance,15.49,No,No
102414,2025-02,2021-10-09,448843,66.4,5.18,Current,GA,553,Refinance,24.95,No,No
102415,2025-02,2022-01-14,430731,75.09,7.79,Current,TX,832,Cash-Out Refinance,12.19,No,No
102416,2025-02,2022-05-20,467067,72.13,3.6,Current,CA,660,Cash-Out Refinance,23.83,No,No
102417,2025-02,2020-08-20,802570,54.91,3.42,Current,GA,681,Refinance,27.32,No,No
102418,2025-02,2017-03-10,668700,99.87,3.92,Current,WA,580,Purchase,27.87,No,No
102419,2025-02,2016-03-01,469431,86.19,8.24,Current,FL,807,Refinance,25.07,No,No
102420,2025-02,2023-01-05,582035,61.42,4.7,Current,GA,691,Purchase,47.97,Yes,No
102421,2025-02,2017-08-28,146440,77.51,6.83,Current,GA,823,Purchase,40.74,No,No
102422,2025-02,2016-09-19,69478,84.45,6.79,Current,FL,789,Refinance,40.33,No,No
102423,2025-02,2020-09-11,461807,65.78,6.01,90+ Days,TX,653,Refinance,41.28,No,No
102424,2025-02,2021-12-22,242644,73.87,3.69,Current,IL,636,Cash-Out Refinance,25.69,Yes,No
102425,2025-02,2023-02-25,290086,67.54,3.55,Current,TX,610,Refinance,22.28,No,No
102426,2025-02,2016-09-18,987912,75.94,3.81,Current,GA,527,Cash-Out Refinance,37.56,No,No
102427,2025-02,2016-03-21,783455,71.47,7.66,Current,GA,734,Purchase,23.39,No,No
102428,2025-02,2019-05-05,971428,69.72,3.47,Current,WA,535,Purchase,44.0,No,No
102429,2025-02,2016-02-03,604314,52.65,3.08,Current,FL,679,Cash-Out Refinance,23.64,No,No
102430,2025-02,2018-10-02,474861,66.55,5.27,Current,IL,577,Refinance,15.27,No,No
102431,2025-02,2017-03-08,503587,95.77,2.73,Current,IL,833,Purchase,24.12,No,No
102432,2025-02,2018-05-02,193516,95.99,6.54,Current,WA,811,Purchase,37.38,No,No
102433,2025-02,2016-11-23,790868,79.98,4.76,60 Days,WA,824,Cash-Out Refinance,45.25,No,No
102434,2025-02,2015-10-07,953465,56.88,6.88,Current,FL,532,Cash-Out Refinance,45.36,No,No
102435,2025-02,2020-05-22,156422,77.35,7.19,Current,TX,508,Refinance,22.19,No,No
102436,2025-02,2018-09-09,856736,96.95,4.83,30 Days,WA,647,Refinance,11.69,No,No
102437,2025-02,2023-11-01,576114,58.07,7.05,Current,TX,649,Refinance,38.32,No,No
102438,2025-02,2021-04-15,89608,77.98,7.73,Current,WA,837,Purchase,31.82,No,No
102439,2025-02,2019-03-01,63921,94.9,6.29,Current,IL,802,Purchase,19.13,No,No
102440,2025-02,2021-08-30,823599,84.16,4.63,Current,FL,563,Refinance,18.45,No,No
102441,2025-02,2015-09-13,937374,77.01,3.48,Current,IL,531,Refinance,13.06,No,No
102442,2025-02,2016-12-27,112025,61.41,3.67,Current,FL,799,Purchase,15.11,No,No
