Account Number,Reporting Period,Loan Type,Origination Date,Loan Amount,Credit Limit,Outstanding Balance,LTV Ratio,DTI Ratio,Interest Rate,Delinquency Status,Credit Score,Property State,Loan Purpose,Loan Modification,Charge-Off Status,Origination Channel,Loan Term (Months),ARM Fixed Term (Years),Servicer Name,Securitization Status
402532,2025-02,Home Equity Loan,2018-03-31,525282,499183,342709,46.85,54.27,7.96,Current,790,IL,Purchase,No,Yes,Broker,360,3,Bank B,No
402533,2025-02,Home Equity Loan,2021-12-12,620184,491068,211799,78.23,26.53,8.83,30 Days,538,IL,Cash-Out Refinance,No,No,Retail,360,5,Bank C,No
402534,2025-02,First Lien Mortgage,2018-11-26,165770,144591,388317,77.56,14.28,6.84,Current,798,CA,Cash-Out Refinance,No,No,Direct,360,7,Bank B,No
402535,2025-02,First Lien Mortgage,2022-11-29,965654,205522,71236,81.62,28.66,3.09,60 Days,834,CA,Home Improvement,Yes,No,Broker,360,3,Bank C,Yes
402536,2025-02,First Lien Mortgage,2015-08-09,70067,203237,205510,48.54,37.51,8.0,30 Days,695,CA,Home Improvement,No,No,Direct,180,7,Bank A,Yes
402537,2025-02,Home Equity Loan,2023-09-13,880175,337253,76375,43.17,11.61,3.96,30 Days,576,FL,Purchase,No,No,Broker,180,10,Bank C,No
402538,2025-02,First Lien Mortgage,2022-10-15,49233,242196,284571,71.54,53.79,5.06,Current,646,NY,Cash-Out Refinance,No,No,Direct,240,5,Non-Bank D,Yes
402539,2025-02,First Lien Mortgage,2015-01-11,633076,39450,88003,70.11,12.32,9.6,Current,562,FL,Home Improvement,No,No,Broker,240,3,Bank B,No
402540,2025-02,First Lien Mortgage,2019-11-28,960679,164634,252794,58.68,23.18,6.26,Current,686,IL,Cash-Out Refinance,Yes,No,Retail,240,3,Bank B,No
402541,2025-02,First Lien Mortgage,2015-08-05,58556,36026,28617,59.01,44.17,9.86,Current,716,WA,Refinance,No,No,Retail,180,3,Non-Bank D,No
402542,2025-02,Home Equity Loan,2016-06-26,515120,161687,69576,63.0,41.58,7.54,Current,632,WA,Home Improvement,No,No,Correspondent,360,3,Bank A,Yes
402543,2025-02,First Lien Mortgage,2016-01-30,106594,247989,67406,47.44,28.81,5.85,Current,792,WA,Purchase,No,No,Direct,180,7,Non-Bank D,Yes
402544,2025-02,Home Equity Loan,2022-09-01,955574,52976,8647,70.56,51.81,2.67,Current,685,TX,Purchase,No,No,Retail,180,3,Non-Bank D,No
402545,2025-02,First Lien Mortgage,2020-12-06,410000,156430,423507,57.67,26.73,8.83,Current,775,FL,Home Improvement,No,No,Direct,180,7,Non-Bank D,No
402546,2025-02,Home Equity Loan,2016-02-25,97027,152288,314984,89.84,49.92,4.59,60 Days,593,IL,Refinance,No,No,Retail,360,7,Bank A,Yes
402547,2025-02,Home Equity Loan,2021-09-02,838004,170801,27040,44.19,11.06,9.05,Current,560,WA,Refinance,No,No,Direct,180,7,Bank B,No
402548,2025-02,Home Equity Loan,2022-10-11,927610,337702,191630,62.73,22.29,3.05,Current,673,CA,Cash-Out Refinance,No,No,Retail,240,3,Non-Bank D,Yes
402549,2025-02,Home Equity Loan,2015-05-30,614011,35376,412746,51.04,31.63,7.94,Current,646,GA,Cash-Out Refinance,No,No,Broker,240,10,Bank B,No
402550,2025-02,First Lien Mortgage,2023-02-02,620062,257986,151248,57.0,34.06,6.91,Current,548,TX,Cash-Out Refinance,No,No,Direct,180,5,Bank C,No
402551,2025-02,Home Equity Loan,2018-06-24,263286,79475,147148,64.93,19.16,9.63,Current,524,IL,Cash-Out Refinance,No,No,Direct,180,7,Bank A,No
402552,2025-02,Home Equity Loan,2015-05-16,453299,404915,378847,59.34,49.66,3.73,Current,762,NY,Cash-Out Refinance,No,No,Broker,180,7,Bank A,Yes
402553,2025-02,Home Equity Loan,2019-08-24,910945,82921,227902,66.31,27.75,4.23,Current,511,WA,Purchase,No,No,Broker,240,7,Bank B,Yes
402554,2025-02,First Lien Mortgage,2020-04-07,290009,137129,122989,45.85,20.19,6.97,Current,523,TX,Purchase,No,No,Retail,360,3,Bank C,No
402555,2025-02,First Lien Mortgage,2018-07-08,981790,169619,390752,80.7,10.3,6.28,Current,820,CA,Purchase,No,No,Correspondent,240,3,Non-Bank D,No
402556,2025-02,Home Equity Loan,2023-04-26,982572,113525,420793,71.89,30.31,8.35,30 Days,593,IL,Refinance,No,No,Direct,180,3,Bank B,No
402557,2025-02,Home Equity Loan,2016-12-19,814364,272545,168926,62.35,38.18,9.0,Current,556,CA,Refinance,No,No,Correspondent,240,3,Non-Bank D,Yes
402558,2025-02,Home Equity Loan,2022-03-08,265121,353935,63096,91.48,34.18,5.74,Current,546,IL,Cash-Out Refinance,No,No,Direct,180,5,Bank B,Yes
402559,2025-02,First Lien Mortgage,2022-02-27,45968,445894,419060,48.48,10.54,4.44,Current,744,IL,Home Improvement,No,No,Retail,240,10,Bank B,No
402560,2025-02,First Lien Mortgage,2016-11-01,588307,377272,265148,50.01,27.07,7.63,Current,822,CA,Cash-Out Refinance,No,No,Retail,360,7,Non-Bank D,Yes
402561,2025-02,Home Equity Loan,2020-01-02,617251,492451,38224,56.29,21.47,5.08,Current,644,TX,Purchase,No,No,Broker,180,5,Non-Bank D,No
402562,2025-02,Home Equity Loan,2020-08-13,53066,245116,347722,70.28,46.36,5.35,Current,599,GA,Refinance,No,No,Correspondent,180,5,Bank A,Yes
402563,2025-02,Home Equity Loan,2017-12-02,56399,256730,85942,48.7,50.22,7.09,Current,649,IL,Refinance,No,No,Broker,240,5,Non-Bank D,No
402564,2025-02,Home Equity Loan,2022-01-17,179639,268814,158809,73.18,22.49,8.19,Current,610,IL,Purchase,No,No,Direct,240,7,Non-Bank D,No
402565,2025-02,First Lien Mortgage,2018-02-22,553397,133652,225941,65.63,23.19,3.81,Current,702,NY,Home Improvement,No,No,Direct,180,7,Bank B,Yes
402566,2025-02,First Lien Mortgage,2021-10-17,681811,86860,22189,52.41,40.6,9.41,Current,748,TX,Cash-Out Refinance,No,Yes,Broker,360,5,Bank C,Yes
402567,2025-02,First Lien Mortgage,2022-01-06,805097,48686,219766,98.42,42.52,3.52,Current,558,TX,Home Improvement,No,No,Retail,180,5,Bank B,Yes
402568,2025-02,Home Equity Loan,2020-03-25,863362,187470,83252,91.39,14.44,6.31,Current,557,FL,Cash-Out Refinance,No,No,Broker,240,10,Non-Bank D,No
402569,2025-02,First Lien Mortgage,2015-12-07,405201,435918,237440,44.81,12.04,6.49,Current,842,IL,Purchase,No,No,Direct,240,10,Bank A,No
402570,2025-02,First Lien Mortgage,2018-03-25,976454,318112,383871,56.11,50.6,7.48,30 Days,573,IL,Purchase,No,No,Direct,360,3,Bank A,No
402571,2025-02,Home Equity Loan,2015-12-19,168803,331400,229339,75.85,31.54,6.98,Current,555,CA,Home Improvement,No,No,Correspondent,240,10,Bank C,No
402572,2025-02,First Lien Mortgage,2020-05-06,632052,303529,301559,64.37,37.22,9.52,Current,676,TX,Refinance,No,No,Broker,240,3,Non-Bank D,Yes
402573,2025-02,Home Equity Loan,2020-06-22,99627,497395,314212,99.32,37.1,3.92,Current,625,CA,Home Improvement,No,No,Retail,180,10,Non-Bank D,No
402574,2025-02,First Lien Mortgage,2017-01-31,38033,85473,113994,41.92,27.39,4.92,Current,502,TX,Refinance,Yes,No,Broker,360,10,Bank B,No
402575,2025-02,Home Equity Loan,2019-02-20,433246,337573,379050,99.14,54.22,3.29,Current,509,CA,Refinance,No,No,Retail,240,7,Bank B,Yes
402576,2025-02,Home Equity Loan,2016-04-05,445141,334405,305059,43.37,51.83,9.69,Current,678,CA,Cash-Out Refinance,No,No,Broker,180,5,Bank B,No
402577,2025-02,Home Equity Loan,2018-10-01,82196,488768,13208,88.91,43.78,9.62,90+ Days,589,WA,Refinance,No,No,Retail,360,3,Bank C,No
402578,2025-02,Home Equity Loan,2021-05-20,968939,280351,99622,59.99,59.67,7.32,Current,596,GA,Purchase,No,No,Retail,180,7,Bank B,No
402579,2025-02,Home Equity Loan,2016-05-24,357712,116185,389189,84.02,38.56,8.17,Current,768,IL,Home Improvement,No,Yes,Correspondent,180,7,Bank C,Yes
402580,2025-02,First Lien Mortgage,2018-10-26,58456,356344,149608,44.24,16.16,3.42,Current,622,NY,Purchase,No,No,Direct,180,5,Non-Bank D,No
402581,2025-02,Home Equity Loan,2019-12-04,628461,152834,412544,72.44,29.03,5.04,Current,685,WA,Cash-Out Refinance,Yes,No,Direct,360,10,Bank A,No
402582,2025-02,First Lien Mortgage,2016-11-14,590429,197662,110379,94.98,29.26,3.37,Current,830,WA,Purchase,No,No,Broker,240,5,Bank B,No
402583,2025-02,First Lien Mortgage,2018-10-19,277840,105591,435859,72.74,48.59,5.85,Current,526,NY,Purchase,No,No,Correspondent,240,10,Bank C,No
402584,2025-02,Home Equity Loan,2016-11-06,51528,372176,294407,64.27,32.69,3.95,Current,609,TX,Purchase,No,No,Retail,360,5,Bank B,Yes
402585,2025-02,First Lien Mortgage,2015-06-21,690933,94702,445787,56.6,44.7,6.17,Current,833,IL,Refinance,No,No,Broker,360,7,Bank B,Yes
402586,2025-02,Home Equity Loan,2019-03-29,365820,210693,28520,61.33,59.35,2.96,Current,612,NY,Cash-Out Refinance,No,No,Retail,240,5,Bank A,No
402587,2025-02,First Lien Mortgage,2023-09-19,958045,464733,25221,87.38,40.61,6.6,30 Days,574,IL,Cash-Out Refinance,No,No,Direct,240,10,Non-Bank D,Yes
402588,2025-02,First Lien Mortgage,2020-07-16,567638,471917,89740,58.68,55.26,6.67,Current,683,GA,Home Improvement,No,No,Correspondent,240,7,Bank A,No
402589,2025-02,First Lien Mortgage,2021-03-18,361315,107103,373227,77.06,10.43,7.05,30 Days,691,WA,Home Improvement,No,No,Correspondent,180,5,Bank A,No
402590,2025-02,First Lien Mortgage,2019-11-20,709813,338648,183942,80.66,31.66,6.28,Current,648,FL,Refinance,No,No,Broker,180,3,Bank B,Yes
402591,2025-02,First Lien Mortgage,2017-10-23,736065,468171,334769,54.79,13.4,7.51,Current,556,TX,Cash-Out Refinance,No,Yes,Direct,360,5,Bank B,No
402592,2025-02,Home Equity Loan,2018-11-07,92090,213301,114561,78.92,34.04,5.8,Current,752,NY,Purchase,No,No,Retail,240,5,Bank B,No
402593,2025-02,First Lien Mortgage,2018-02-10,644111,389090,268317,50.36,30.82,5.21,30 Days,686,FL,Home Improvement,No,No,Broker,240,7,Bank B,No
402594,2025-02,First Lien Mortgage,2018-06-06,717537,144120,133156,96.03,17.33,3.55,Current,733,TX,Cash-Out Refinance,No,No,Broker,180,5,Bank C,No
402595,2025-02,Home Equity Loan,2020-09-20,460601,133458,333741,86.44,33.48,8.88,Current,525,WA,Purchase,No,No,Direct,180,10,Bank A,No
402596,2025-02,First Lien Mortgage,2021-08-23,777543,470923,56523,85.02,54.57,7.02,30 Days,765,FL,Cash-Out Refinance,Yes,No,Correspondent,180,7,Non-Bank D,No
402597,2025-02,First Lien Mortgage,2018-07-11,917592,354129,208872,65.98,17.42,9.21,90+ Days,644,TX,Refinance,No,No,Correspondent,240,5,Bank A,No
402598,2025-02,First Lien Mortgage,2017-10-24,271124,218724,49431,70.29,29.44,5.56,Current,713,WA,Cash-Out Refinance,No,No,Direct,240,7,Non-Bank D,No
402599,2025-02,First Lien Mortgage,2023-09-10,85901,334861,439645,87.86,19.83,3.94,Current,783,TX,Home Improvement,No,No,Correspondent,360,7,Bank B,No
402600,2025-02,Home Equity Loan,2022-10-06,815718,455031,292730,48.39,49.88,8.3,Current,774,FL,Refinance,No,No,Broker,360,7,Bank B,Yes
402601,2025-02,Home Equity Loan,2019-10-18,371491,161846,379955,75.57,46.12,7.48,Current,540,FL,Purchase,No,No,Broker,180,5,Non-Bank D,No
402602,2025-02,First Lien Mortgage,2018-08-20,417704,376314,35177,78.14,26.02,3.29,Current,672,NY,Cash-Out Refinance,No,No,Broker,240,5,Non-Bank D,Yes
402603,2025-02,Home Equity Loan,2023-12-22,640036,404744,337125,84.74,26.88,8.99,Current,830,IL,Home Improvement,No,No,Correspondent,360,10,Non-Bank D,Yes
402604,2025-02,Home Equity Loan,2018-12-01,33488,157623,99055,94.01,24.13,3.92,Current,569,WA,Purchase,No,No,Broker,240,5,Bank A,No
402605,2025-02,First Lien Mortgage,2020-07-12,372567,497062,252149,83.48,34.65,6.08,Current,788,CA,Cash-Out Refinance,No,No,Correspondent,240,10,Non-Bank D,No
402606,2025-02,First Lien Mortgage,2022-04-05,977746,185308,281610,83.89,49.17,7.17,Current,623,FL,Cash-Out Refinance,No,No,Broker,180,10,Bank A,Yes
402607,2025-02,First Lien Mortgage,2022-03-01,521824,270096,81114,97.6,53.8,9.63,60 Days,805,WA,Home Improvement,No,No,Retail,180,3,Bank C,No
402608,2025-02,First Lien Mortgage,2023-05-23,491980,148843,318501,77.82,15.16,2.93,Current,800,TX,Refinance,No,No,Retail,360,5,Bank B,Yes
402609,2025-02,Home Equity Loan,2023-05-18,184488,248040,210101,88.12,47.42,6.55,Current,638,NY,Refinance,No,No,Direct,360,5,Bank B,Yes
402610,2025-02,Home Equity Loan,2022-06-27,984853,215353,42745,40.7,57.17,8.08,30 Days,840,TX,Home Improvement,No,No,Direct,180,10,Bank B,No
402611,2025-02,First Lien Mortgage,2019-01-12,546778,70062,360217,67.88,36.68,4.69,Current,797,TX,Cash-Out Refinance,No,No,Retail,360,5,Non-Bank D,No
402612,2025-02,Home Equity Loan,2019-10-02,128002,48498,275155,41.27,38.31,6.17,Current,680,FL,Purchase,No,No,Direct,180,7,Bank A,No
402613,2025-02,Home Equity Loan,2023-05-17,793313,294093,236339,48.23,10.58,9.63,Current,618,NY,Home Improvement,No,No,Correspondent,180,7,Bank C,No
402614,2025-02,First Lien Mortgage,2015-12-16,934978,186481,298110,49.64,16.89,5.31,Current,769,WA,Refinance,No,No,Retail,180,7,Bank B,No
402615,2025-02,First Lien Mortgage,2016-01-23,885076,185474,40383,65.11,54.1,3.0,Current,627,WA,Cash-Out Refinance,No,No,Direct,360,5,Bank B,Yes
402616,2025-02,Home Equity Loan,2020-04-03,417219,184723,344908,53.49,53.63,7.39,Current,522,NY,Home Improvement,No,No,Broker,360,5,Bank B,No
402617,2025-02,First Lien Mortgage,2017-02-11,367817,334465,83845,87.45,56.31,9.82,Current,590,IL,Purchase,No,No,Correspondent,360,10,Bank B,Yes
402618,2025-02,Home Equity Loan,2021-10-20,946608,371245,326090,84.9,30.78,9.03,Current,822,IL,Cash-Out Refinance,No,No,Correspondent,240,10,Bank B,Yes
402619,2025-02,First Lien Mortgage,2016-08-26,347444,482477,45754,45.84,30.64,6.75,30 Days,585,IL,Home Improvement,No,No,Retail,180,7,Bank A,No
402620,2025-02,Home Equity Loan,2019-01-27,234736,419601,177751,74.41,21.69,9.07,Current,612,GA,Refinance,No,No,Broker,240,10,Non-Bank D,No
402621,2025-02,Home Equity Loan,2023-11-17,66085,435757,180520,87.06,56.01,9.68,Current,645,IL,Refinance,No,No,Retail,360,7,Bank B,Yes
402622,2025-02,First Lien Mortgage,2018-12-17,547139,487997,211591,69.8,32.68,3.35,Current,570,NY,Purchase,No,No,Retail,180,3,Non-Bank D,No
402623,2025-02,First Lien Mortgage,2023-05-28,750215,252810,270179,95.96,29.88,5.53,Current,745,WA,Refinance,No,No,Correspondent,180,3,Bank C,No
402624,2025-02,Home Equity Loan,2019-12-01,776907,395504,260337,77.16,37.74,2.94,Current,615,NY,Purchase,No,No,Retail,240,10,Non-Bank D,Yes
402625,2025-02,First Lien Mortgage,2019-09-07,459614,73278,43125,99.32,54.58,3.3,30 Days,548,WA,Refinance,No,No,Correspondent,360,7,Bank C,No
402626,2025-02,First Lien Mortgage,2023-09-26,632936,264143,179639,84.65,50.36,8.17,Current,524,WA,Purchase,Yes,No,Retail,240,7,Bank A,Yes
402627,2025-02,First Lien Mortgage,2020-05-23,601789,327095,305437,59.07,33.82,7.46,Current,508,GA,Cash-Out Refinance,No,No,Retail,240,3,Non-Bank D,No
402628,2025-02,Home Equity Loan,2018-03-01,184499,330980,216432,91.26,21.36,4.82,Current,828,FL,Refinance,No,No,Retail,180,7,Bank C,No
402629,2025-02,First Lien Mortgage,2023-07-15,723076,132364,204824,73.81,35.04,5.49,Current,550,GA,Purchase,No,No,Correspondent,180,10,Non-Bank D,No
402630,2025-02,Home Equity Loan,2019-06-14,259271,303502,75903,65.49,55.93,3.32,60 Days,593,IL,Home Improvement,No,No,Direct,180,7,Bank B,No
402631,2025-02,First Lien Mortgage,2019-11-03,462750,488169,153649,83.62,17.47,5.85,Current,529,FL,Home Improvement,No,No,Broker,360,5,Bank B,No
402632,2025-02,Home Equity Loan,2015-11-08,868242,109681,245992,66.06,56.31,4.18,Current,645,IL,Cash-Out Refinance,No,No,Direct,240,3,Non-Bank D,No
402633,2025-02,Home Equity Loan,2018-09-08,595979,394462,138738,49.92,40.33,8.07,Current,677,FL,Refinance,No,No,Broker,180,3,Bank B,No
402634,2025-02,First Lien Mortgage,2023-07-20,156068,207445,116813,96.44,16.49,7.24,30 Days,700,GA,Purchase,No,No,Retail,240,7,Bank B,No
402635,2025-02,First Lien Mortgage,2021-05-18,397072,487949,247547,54.0,41.29,4.28,Current,542,WA,Purchase,No,Yes,Broker,360,7,Bank A,Yes
402636,2025-02,Home Equity Loan,2022-01-08,72981,212616,315957,68.0,50.7,6.3,Current,729,IL,Purchase,No,No,Direct,180,5,Non-Bank D,Yes
402637,2025-02,First Lien Mortgage,2020-08-01,842110,115726,271747,78.75,40.42,6.87,Current,619,NY,Purchase,No,No,Direct,240,10,Bank B,Yes
402638,2025-02,Home Equity Loan,2018-08-12,266024,63597,256153,99.5,16.44,2.66,Current,668,GA,Home Improvement,No,No,Broker,360,7,Non-Bank D,No
402639,2025-02,Home Equity Loan,2022-08-01,376196,81574,239796,47.96,40.03,2.69,Current,696,WA,Home Improvement,No,No,Direct,240,10,Bank B,Yes
402640,2025-02,First Lien Mortgage,2015-03-18,373264,434222,428022,75.53,22.13,8.94,Current,698,IL,Refinance,No,No,Correspondent,240,10,Bank C,No
402641,2025-02,Home Equity Loan,2016-09-03,389107,36314,172220,93.72,36.63,7.23,Current,603,WA,Purchase,No,No,Direct,180,3,Bank A,No
402642,2025-02,Home Equity Loan,2017-05-28,760351,54836,299390,74.94,39.06,3.48,Current,525,CA,Home Improvement,No,No,Direct,180,7,Bank B,Yes
402643,2025-02,First Lien Mortgage,2017-09-19,211440,482672,66831,61.93,53.0,9.24,30 Days,834,TX,Cash-Out Refinance,No,No,Direct,180,7,Non-Bank D,No
402644,2025-02,First Lien Mortgage,2018-09-19,308621,185222,93898,92.1,25.28,7.59,Current,529,CA,Refinance,No,No,Direct,180,3,Bank A,No
402645,2025-02,Home Equity Loan,2019-08-02,426254,411200,316616,90.05,44.16,5.77,Current,692,FL,Home Improvement,Yes,No,Direct,180,3,Bank A,Yes
402646,2025-02,Home Equity Loan,2018-10-23,680588,92505,110744,86.35,24.97,9.87,Current,802,GA,Purchase,No,No,Direct,360,7,Non-Bank D,Yes
402647,2025-02,Home Equity Loan,2020-01-17,974675,252111,389334,46.23,13.22,7.13,Current,691,CA,Purchase,Yes,No,Retail,360,5,Bank C,Yes
402648,2025-02,First Lien Mortgage,2018-03-02,510017,498745,197768,68.41,35.07,8.89,Current,831,TX,Home Improvement,No,No,Retail,360,5,Bank B,No
402649,2025-02,Home Equity Loan,2021-07-27,787824,439653,111674,80.63,47.81,9.82,Current,788,WA,Refinance,No,No,Retail,360,7,Non-Bank D,Yes
402650,2025-02,Home Equity Loan,2015-05-18,998955,152707,335037,85.24,44.99,8.78,30 Days,579,WA,Cash-Out Refinance,No,No,Correspondent,180,3,Non-Bank D,Yes
402651,2025-02,First Lien Mortgage,2023-07-02,719772,153736,95637,82.75,19.58,4.44,Current,723,FL,Purchase,No,No,Retail,240,10,Non-Bank D,Yes
402652,2025-02,Home Equity Loan,2016-08-04,700147,472303,400831,83.59,15.56,6.7,Current,609,FL,Refinance,No,No,Direct,240,5,Bank B,No
402653,2025-02,First Lien Mortgage,2020-09-09,93599,185898,194168,41.86,28.02,8.53,Current,538,NY,Purchase,No,No,Direct,180,7,Bank A,No
402654,2025-02,First Lien Mortgage,2018-09-16,812790,213436,71067,61.69,36.95,7.81,Current,765,NY,Purchase,No,No,Broker,240,5,Bank B,No
402655,2025-02,First Lien Mortgage,2016-12-29,311690,81538,103988,52.25,44.99,5.25,Current,562,IL,Refinance,No,No,Broker,240,10,Non-Bank D,No
402656,2025-02,Home Equity Loan,2023-12-31,834137,350391,373340,80.5,17.69,3.93,Current,562,FL,Purchase,No,No,Broker,240,7,Non-Bank D,No
402657,2025-02,First Lien Mortgage,2021-06-22,876723,382365,255339,50.92,43.86,3.47,30 Days,740,NY,Purchase,No,No,Retail,240,3,Bank A,No
402658,2025-02,First Lien Mortgage,2015-12-31,434238,494906,336601,84.32,33.91,3.1,Current,739,NY,Home Improvement,No,No,Correspondent,360,5,Bank A,Yes
402659,2025-02,First Lien Mortgage,2022-09-28,944127,369627,168049,73.2,28.25,6.68,Current,771,WA,Home Improvement,No,No,Broker,360,7,Bank B,No
402660,2025-02,First Lien Mortgage,2017-10-31,751217,234152,313828,59.2,29.7,6.99,Current,521,CA,Refinance,Yes,No,Direct,180,7,Bank C,Yes
402661,2025-02,First Lien Mortgage,2018-05-31,663817,54792,387345,54.22,11.38,9.5,Current,679,GA,Refinance,No,No,Direct,240,5,Non-Bank D,No
402662,2025-02,First Lien Mortgage,2015-02-13,130796,227790,119529,98.47,15.72,9.35,Current,506,TX,Purchase,No,No,Retail,240,7,Bank B,No
402663,2025-02,First Lien Mortgage,2016-04-12,94677,263924,194523,46.92,49.39,8.71,Current,582,NY,Home Improvement,No,No,Direct,180,10,Bank C,No
402664,2025-02,First Lien Mortgage,2017-07-11,410535,131730,36121,74.59,54.35,9.05,Current,794,WA,Purchase,No,No,Retail,240,7,Bank C,No
402665,2025-02,First Lien Mortgage,2019-03-10,696641,155380,161103,89.44,53.16,3.67,Current,544,WA,Cash-Out Refinance,No,No,Retail,180,3,Non-Bank D,No
402666,2025-02,First Lien Mortgage,2018-10-26,747158,341282,75994,59.74,16.85,2.62,Current,611,WA,Home Improvement,No,No,Direct,240,5,Bank B,No
402667,2025-02,Home Equity Loan,2021-05-10,702526,156704,400984,91.24,36.7,9.86,Current,813,TX,Purchase,No,No,Broker,180,3,Bank A,No
402668,2025-02,First Lien Mortgage,2018-04-25,441256,167062,100510,90.02,21.25,6.76,Current,553,CA,Cash-Out Refinance,No,No,Broker,360,3,Bank C,Yes
402669,2025-02,First Lien Mortgage,2018-09-17,496463,437997,355127,57.49,56.92,7.58,Current,660,CA,Home Improvement,No,No,Correspondent,180,5,Non-Bank D,No
402670,2025-02,Home Equity Loan,2020-11-23,214021,240602,163373,93.48,26.62,8.59,Current,646,CA,Purchase,No,No,Broker,180,5,Bank A,No
402671,2025-02,Home Equity Loan,2020-07-28,850393,205893,97541,87.58,58.98,7.01,60 Days,571,WA,Home Improvement,No,No,Broker,240,5,Bank B,Yes
402672,2025-02,First Lien Mortgage,2023-03-27,647292,307941,368602,76.89,55.71,5.32,Current,612,TX,Purchase,No,No,Correspondent,240,10,Bank B,No
402673,2025-02,Home Equity Loan,2019-08-08,581313,203115,180591,51.83,46.33,8.86,60 Days,680,CA,Cash-Out Refinance,No,No,Retail,360,5,Bank A,No
402674,2025-02,First Lien Mortgage,2015-10-28,693841,386596,125006,65.86,26.37,6.64,Current,556,FL,Purchase,No,No,Broker,360,10,Non-Bank D,No
402675,2025-02,First Lien Mortgage,2020-04-17,591269,439354,171552,64.49,16.77,2.82,Current,785,CA,Purchase,No,No,Correspondent,180,7,Bank C,No
402676,2025-02,Home Equity Loan,2023-09-04,754813,221734,229094,50.41,16.43,6.45,Current,780,CA,Purchase,No,No,Retail,180,7,Bank B,No
402677,2025-02,Home Equity Loan,2016-10-21,967313,137797,399502,66.38,18.03,9.26,Current,749,IL,Purchase,No,No,Correspondent,180,7,Non-Bank D,Yes
402678,2025-02,Home Equity Loan,2016-03-05,734689,265774,360498,83.81,50.4,5.75,Current,682,WA,Purchase,No,No,Correspondent,180,5,Bank A,No
402679,2025-02,First Lien Mortgage,2019-12-20,607630,327074,27172,65.64,50.66,4.92,Current,583,NY,Refinance,No,No,Correspondent,360,10,Non-Bank D,Yes
